timestamp,phase,capacity,total_requests,total_volume,Teaching_requests,Teaching_volume,Teaching_weight,Non-teaching_requests,Non-teaching_volume,Non-teaching_weight,Managerial_requests,Managerial_volume,Managerial_weight,Non-managerial_requests,Non-managerial_volume,Non-managerial_weight,utilization
140,Lecture,80,56,8818.748179603548,28,1628.4688585489055,0.28,27,7058.728994811422,0.12,0,5.4676465664911085,0.35,1,126.08267967673115,0.25,1.0
145,Lecture,80,56,4740.48489342601,23,1753.6529881902056,0.28,12,1255.1905323902708,0.12,10,181.9110682873973,0.35,11,1549.730304558136,0.25,1.0
150,Lecture,80,80,7496.613204715697,20,1027.6769217367403,0.28,6,3003.2978258569706,0.12,10,200.7927941714682,0.35,44,3264.845662950518,0.25,1.0
155,Lecture,80,114,11604.575797659816,70,8400.876725000848,0.28,20,1547.8162736473903,0.12,13,89.66557401041932,0.35,11,1566.217225001159,0.25,1.0
160,Lecture,80,101,10105.237416030543,35,2231.21492096682,0.28,10,2030.4989053587508,0.12,13,141.16129169575444,0.35,43,5702.362298009217,0.25,1.0
165,Lecture,80,58,7831.6289969303825,25,1790.009843305964,0.28,8,1127.6594455044249,0.12,6,103.78984712414149,0.35,19,4810.169860995852,0.25,1.0
170,Lecture,80,42,4808.898590352039,8,844.4599116548233,0.28,11,1875.419893061771,0.12,3,34.54000086187076,0.35,20,2054.4787847735743,0.25,1.0
175,Lecture,80,67,16063.000073170784,23,1384.4564937427194,0.28,7,2528.2458708070812,0.12,2,36.15154667564185,0.35,35,12114.146161945342,0.25,1.0
180,Lecture,80,55,13882.9170233878,3,314.15437708476236,0.28,38,10912.73533060261,0.12,3,38.12975565623328,0.35,11,2617.8975600441936,0.25,1.0
185,Lecture,80,63,4329.125619851969,28,2105.827165966221,0.28,18,1722.5164074513793,0.12,13,172.28116251534834,0.35,4,328.50088391902017,0.25,1.0
190,Lecture,80,128,19691.749954978066,17,1784.7077043706142,0.28,55,7499.179135305398,0.12,21,390.7910721853195,0.35,35,10017.072043116736,0.25,1.0
195,Lecture,80,44,3139.1607031936383,33,2361.469536193546,0.28,3,471.0649228716531,0.12,7,41.01935784159864,0.35,1,265.6068862868408,0.25,1.0
200,Lecture,80,73,4344.7471699971575,7,413.444026233335,0.28,2,382.94835440805343,0.12,48,819.9848406808081,0.35,16,2728.3699486749606,0.25,1.0
205,Lecture,80,57,13888.010540027977,10,767.0892380277782,0.28,30,10877.543521415339,0.12,7,60.509419961441054,0.35,10,2182.868360623419,0.25,1.0
210,Lecture,80,40,3477.689884565027,1,110.07246346756209,0.28,1,293.7685065044857,0.12,4,27.483179858693905,0.35,34,3046.3657347342855,0.25,1.0
215,Lecture,80,66,8925.601349217231,14,1316.727126373279,0.28,20,2976.3778568186126,0.12,11,174.29382327606632,0.35,21,4458.2025427492745,0.25,1.0
220,Lecture,80,66,6957.19466819658,28,3200.8372298677023,0.28,6,791.253390503835,0.12,4,32.87691697318398,0.35,28,2932.227130851859,0.25,1.0
225,Lecture,80,54,8565.84241253767,8,854.01125737937,0.28,40,6972.43614683148,0.12,1,37.153917119755256,0.35,5,702.2410912070628,0.25,1.0
230,Lecture,80,71,10699.631979186779,6,577.5347432148791,0.28,44,4533.823853482749,0.12,9,112.53527547199118,0.35,12,5475.738107017159,0.25,1.0
235,Lecture,80,34,2963.565928356227,16,1273.9687672855096,0.28,6,992.6607620228505,0.12,4,25.677030179623692,0.35,8,671.2593688682431,0.25,0.9878553094520756
240,Lecture,80,73,18037.50027748729,16,1901.037223001829,0.28,41,9650.995301643381,0.12,5,53.58250024117985,0.35,11,6431.885252600898,0.25,1.0
245,Lecture,80,55,6016.059399584166,26,3058.8356485469208,0.28,5,507.51541122891746,0.12,2,27.34231162463956,0.35,22,2422.366028183689,0.25,1.0
250,Lecture,80,27,3154.4139020731955,11,425.9099229568079,0.28,11,2325.646691941652,0.12,4,42.62801800385393,0.35,1,360.22926917088154,0.25,1.0
255,Lecture,80,33,3869.981875974773,13,365.29942514576396,0.28,4,1013.1348433056864,0.12,9,172.17115614366674,0.35,7,2319.376451379656,0.25,1.0
260,Lecture,80,82,8529.986897313629,37,2914.6879860536887,0.28,24,2025.084491626484,0.12,2,20.273217026618404,0.35,19,3569.941202606839,0.25,1.0
265,Lecture,80,32,9059.609489121314,9,608.024818913654,0.28,3,623.9364204848182,0.12,4,54.398584071653545,0.35,16,7773.249665651189,0.25,1.0
270,Lecture,80,82,12542.408034432647,19,774.0634041070283,0.28,57,11436.772987961735,0.12,3,39.856464449710984,0.35,3,291.71517791417335,0.25,1.0
275,Lecture,80,18,621.8518314994328,1,181.96735894232089,0.28,1,285.9904697481789,0.12,16,81.87291115277829,0.35,0,72.02109165615465,0.25,0.20728394383314427
280,Lecture,80,155,19805.463301745058,103,11588.562651175584,0.28,18,2762.485565060319,0.12,18,365.17229826573447,0.35,16,5089.242787243421,0.25,1.0
285,Lecture,80,39,3942.935957722825,22,2429.4813235097326,0.28,6,792.055527483731,0.12,4,90.10049051771277,0.35,7,631.2986162116488,0.25,1.0
290,Lecture,80,71,5814.800206660486,11,1124.0681168976882,0.28,21,2000.0947178065333,0.12,11,72.56031342435257,0.35,28,2618.0770585319115,0.25,1.0
295,Lecture,80,114,10350.311332380494,79,4845.932298074391,0.28,7,788.8399285736916,0.12,12,70.00281277639895,0.35,16,4645.536292956013,0.25,1.0
300,Lecture,80,57,6925.801868376745,30,2978.0926097445067,0.28,15,2641.6013553159537,0.12,8,63.33895444879325,0.35,4,1242.7689488674914,0.25,1.0
305,Lecture,80,86,8054.055188140467,9,1021.3409061298653,0.28,57,4982.018789299871,0.12,1,20.70122481287619,0.35,19,2029.994267897855,0.25,1.0
310,Lecture,80,114,15436.363829666181,42,2113.260006200555,0.28,48,9119.383823287966,0.12,15,234.34744353206656,0.35,9,3969.372556645594,0.25,1.0
315,Lecture,80,77,9440.261691527667,45,4359.321500132991,0.28,13,3272.7965351373437,0.12,14,247.68149001844233,0.35,5,1560.4621662388895,0.25,1.0
320,Lecture,80,83,6940.887660132959,18,876.9273512882961,0.28,41,3092.3003786662302,0.12,16,261.0863312959201,0.35,8,2710.573598882513,0.25,1.0
325,Lecture,80,95,11408.130086888468,25,2262.328434941268,0.28,40,5351.0926986178065,0.12,7,93.77983847895017,0.35,23,3700.929114850443,0.25,1.0
330,Lecture,80,15,4010.604880895083,4,464.0043742287038,0.28,8,3195.836646565475,0.12,2,16.464008633237206,0.35,1,334.29985146766705,0.25,1.0
335,Lecture,80,50,7178.578120326207,22,1789.880331457843,0.28,5,652.6250571464918,0.12,2,33.58863409843928,0.35,21,4702.484097623433,0.25,1.0
340,Lecture,80,73,5093.243504983527,41,3594.0723716074262,0.28,6,834.6023222994248,0.12,22,317.5101511819923,0.35,4,347.0586598946838,0.25,1.0
345,Lecture,80,71,12124.987906432938,38,2260.3197773916204,0.28,16,4935.30149496319,0.12,0,3.5061950242490867,0.35,17,4925.8604390538785,0.25,1.0
350,Lecture,80,80,12195.99695446047,59,3519.852398713971,0.28,3,540.2541388875987,0.12,2,24.475340111378436,0.35,16,8111.415076747522,0.25,1.0
355,Lecture,80,10,1119.8798978404488,1,116.55241522819612,0.28,6,738.5436884440417,0.12,1,13.305668300713446,0.35,2,251.4781258674976,0.25,0.3732932992801496
360,Lecture,80,57,11079.724989604378,11,1191.5049830788191,0.28,12,2410.7585234546546,0.12,7,59.40248453574395,0.35,27,7418.058998535161,0.25,1.0
365,Lecture,80,54,9318.342566722738,14,1787.029116499826,0.28,30,5183.211582946521,0.12,4,77.79166001191778,0.35,6,2270.310207264474,0.25,1.0
370,Lecture,80,55,6501.7937085467465,20,1761.746109137904,0.28,24,3477.485185335847,0.12,7,47.16582185744956,0.35,4,1215.396592215546,0.25,1.0
375,Lecture,80,61,6091.215377862605,11,430.4356528655461,0.28,19,3175.7054522676767,0.12,9,199.4210739386893,0.35,22,2285.6531987906933,0.25,1.0
380,Lecture,80,49,4354.26040002587,18,2226.051885127955,0.28,15,1825.172243969709,0.12,14,102.07447288753156,0.35,2,200.96179804067512,0.25,1.0
385,Lecture,80,30,3324.6712670747743,1,134.66993556777436,0.28,7,942.9764659320906,0.12,6,87.89783141102812,0.35,16,2159.127034163881,0.25,1.0
390,Lecture,80,77,5905.32523361142,28,3056.8943434742605,0.28,0,91.85538322641902,0.12,6,44.16967289738821,0.35,43,2712.4058340133515,0.25,1.0
395,Lecture,80,124,35892.056717807034,31,2714.960275681085,0.28,74,20200.693498605102,0.12,4,68.74934666943726,0.35,15,12907.653596851414,0.25,1.0
400,Lecture,80,60,6203.990864576066,49,4628.849771328296,0.28,7,1102.660038758791,0.12,3,20.90888501344004,0.35,1,451.572169475538,0.25,1.0
405,Lecture,80,40,5020.770706096614,8,821.8030814403157,0.28,18,2901.5273812975925,0.12,6,93.46680630979787,0.35,8,1203.9734370489075,0.25,1.0
410,Lecture,80,27,2980.175389266901,7,354.63631719556133,0.28,10,1584.4397755165655,0.12,0,7.333396856600413,0.35,10,1033.7658996981738,0.25,0.9933917964223005
415,Lecture,80,67,9008.583388897277,12,1091.5325955510164,0.28,34,4096.509976902481,0.12,0,3.7478563486479386,0.35,21,3816.7929600951325,0.25,1.0
420,Lecture,80,67,10247.411637443529,26,2333.803169020967,0.28,18,2781.391320765104,0.12,1,16.284442606248113,0.35,22,5115.932705051209,0.25,1.0
425,Lecture,80,51,4533.450315564283,23,2058.792852386178,0.28,16,2121.494949595689,0.12,9,117.45079873594364,0.35,3,235.71171484647266,0.25,1.0
430,Lecture,80,78,17362.602128705526,6,686.8470473402301,0.28,39,5867.3125006036635,0.12,4,70.67801591273148,0.35,29,10737.7645648489,0.25,1.0
435,Lecture,80,59,6641.179635843613,6,495.90377306153925,0.28,11,2790.259172436637,0.12,13,185.60137503470614,0.35,29,3169.4153153107313,0.25,1.0
440,Lecture,80,57,6130.728431771202,12,629.7310893548474,0.28,17,2400.5650710694126,0.12,10,94.61179924327313,0.35,18,3005.8204721036686,0.25,1.0
445,Lecture,80,40,7684.326187201232,4,144.13311758444075,0.28,24,5921.443897616683,0.12,3,55.78258487142313,0.35,9,1562.9665871286854,0.25,1.0
450,Lecture,80,69,6879.010128867653,28,3178.3446443321345,0.28,22,1689.4574828730074,0.12,1,35.70891815078301,0.35,18,1975.4990835117285,0.25,1.0
455,Lecture,80,94,9926.964051546194,51,2140.4067623064857,0.28,2,487.6226199685077,0.12,6,107.95339733570296,0.35,35,7190.981271935499,0.25,1.0
460,Lecture,80,51,25477.418743271308,7,842.1901899750809,0.28,15,1392.7515810682014,0.12,0,2.971724486358781,0.35,29,23239.50524774167,0.25,1.0
465,Lecture,80,107,10753.741875764925,71,7934.209155640398,0.28,1,500.76645723017623,0.12,29,403.13708661449033,0.35,6,1915.6291762798605,0.25,1.0
470,Lecture,80,101,9408.2897044981,63,4875.787530211375,0.28,10,2590.216341414421,0.12,9,71.87225086685294,0.35,19,1870.413582005451,0.25,1.0
475,Lecture,80,61,12423.622072409096,27,2631.2506854002922,0.28,8,1023.9203165452768,0.12,2,30.95562936800998,0.35,24,8737.495441095518,0.25,1.0
480,Lecture,80,86,10421.215161602904,49,4727.885179807748,0.28,19,3983.5175212772547,0.12,7,38.722958983724034,0.35,11,1671.0895015341769,0.25,1.0
485,Lecture,80,37,1836.4916392279752,1,164.46548450753298,0.28,3,718.4049870669547,0.12,33,589.5667761860615,0.35,0,364.0543914674258,0.25,0.6121638797426584
490,Lecture,80,54,3701.362435274611,22,1484.5330753750325,0.28,6,737.9829436822874,0.12,19,138.0173634394864,0.35,7,1340.8290527778047,0.25,1.0
495,Lecture,80,56,8826.026919871038,14,1651.1914701007506,0.28,20,4396.005283145342,0.12,3,69.83524893806205,0.35,19,2708.9949176868818,0.25,1.0
500,Lecture,80,28,5555.617935842389,11,1142.3898525971842,0.28,10,3242.6083335322674,0.12,4,40.84077223543887,0.35,3,1129.7789774774985,0.25,1.0
505,Lecture,80,22,1752.4322298264092,4,151.80267373732212,0.28,2,310.8348141420375,0.12,12,100.50568569462371,0.35,4,1189.289056252426,0.25,0.5841440766088031
510,Lecture,80,65,11494.702305533456,30,3560.7957256681507,0.28,18,6813.290961586035,0.12,8,81.5582658550307,0.35,9,1039.0573524242395,0.25,1.0
515,Lecture,80,63,8800.329573946841,42,1558.5718794606614,0.28,5,776.9598138556304,0.12,2,30.473638045128933,0.35,14,6434.32424258542,0.25,1.0
520,Lecture,80,44,7015.53330277951,4,495.3745153824792,0.28,6,646.9301920708499,0.12,19,252.80738123302694,0.35,15,5620.421214093154,0.25,1.0
525,Lecture,80,25,2766.0719683580364,6,117.33441495246747,0.28,1,490.55737747212885,0.12,12,207.32160710268158,0.35,6,1950.8585688307587,0.25,0.9220239894526788
530,Lecture,80,19,2633.769617949617,1,134.37252974951667,0.28,0,136.82053400555418,0.12,6,119.27122018963006,0.35,12,2243.305334004916,0.25,0.8779232059832056
535,Lecture,80,96,10787.131804769939,29,2976.0483608180375,0.28,63,7679.627534731407,0.12,2,18.05745897401696,0.35,2,113.39845024647718,0.25,1.0
540,Lecture,80,89,17779.713604945562,29,3205.6598105931607,0.28,51,12556.11540814701,0.12,5,74.19749247621213,0.35,4,1943.7408937291784,0.25,1.0
545,Lecture,80,32,2801.026531153719,15,1014.487607104913,0.28,4,1512.6157627627824,0.12,13,238.69311846826233,0.35,0,35.23004281776125,0.25,0.9336755103845731
550,Lecture,80,92,4977.111663401318,73,4036.8685492815516,0.28,5,618.0827629278233,0.12,14,228.33747362972588,0.35,0,93.82287756221754,0.25,1.0
555,Lecture,80,59,3154.87505913333,42,1438.2193689226033,0.28,7,729.0005542733702,0.12,7,131.77066709456133,0.35,3,855.8844688427953,0.25,1.0
560,Lecture,80,32,6545.718229346939,1,122.13893083850074,0.28,26,5858.470302602995,0.12,2,25.280005220345483,0.35,3,539.8289906850981,0.25,1.0
565,Lecture,80,23,4253.551199253049,8,823.7058107775931,0.28,8,2379.2290977642074,0.12,5,77.71282021857849,0.35,2,972.90347049267,0.25,1.0
570,Lecture,80,30,4037.938900586896,4,481.02034378396826,0.28,16,2479.9949574023676,0.12,1,32.11426212501934,0.35,9,1044.809337275541,0.25,1.0
575,Lecture,80,33,3503.0106395633225,13,1312.1403165315137,0.28,1,349.17536729274974,0.12,10,185.2025098394338,0.35,9,1656.4924458996252,0.25,1.0
580,Lecture,80,63,5419.953309097084,10,891.4579891379366,0.28,4,895.2584971622806,0.12,40,578.4120530642397,0.35,9,3054.824769732627,0.25,1.0
585,Lecture,80,22,2765.7926017382597,6,666.7885682164566,0.28,9,1889.214804056103,0.12,5,68.514092130328,0.35,2,141.2751373353718,0.25,0.9219308672460865
590,Lecture,80,116,14530.18983159877,33,3691.3134442993087,0.28,56,8218.341310366639,0.12,6,114.55961999443691,0.35,21,2505.9754569383845,0.25,1.0
595,Lecture,80,26,2880.1560195784323,6,454.89529028238724,0.28,10,1250.8717872556124,0.12,1,25.681294299634082,0.35,9,1148.7076477407986,0.25,0.960052006526144
600,Lecture,80,28,3328.5818124118496,6,305.98128191594867,0.28,6,1594.5461830950853,0.12,6,43.633533397231396,0.35,10,1384.4208140035842,0.25,1.0
605,Lecture,80,65,5343.793106651209,23,1185.9016521941685,0.28,19,1977.1870117315243,0.12,2,21.918678480860432,0.35,21,2158.785764244656,0.25,1.0
610,Lecture,80,71,12607.183578732689,27,2532.36899012312,0.28,19,3963.0574089779757,0.12,5,80.46238373984801,0.35,20,6031.294795891747,0.25,1.0
615,Lecture,80,76,6834.682377533287,9,968.4680659110679,0.28,14,1420.5758045408734,0.12,23,140.65568352652534,0.35,30,4304.98282355482,0.25,1.0
620,Lecture,80,43,3180.180531862712,27,1018.6742302210469,0.28,13,1499.1682513698315,0.12,0,3.6076017590989977,0.35,3,658.7304485127349,0.25,1.0
625,Lecture,80,46,6331.029146291374,13,1129.1881933563698,0.28,2,327.82086700705486,0.12,10,71.78410301215239,0.35,21,4802.235982915797,0.25,1.0
630,Lecture,80,22,3053.3207357377414,6,324.6868302947687,0.28,0,324.27093287425754,0.12,3,30.42925035153749,0.35,13,2373.9337222171775,0.25,1.0
635,Lecture,80,32,3133.412905518191,2,301.35180305059606,0.28,21,2116.303929890541,0.12,8,121.27511752935982,0.35,1,594.4820550476942,0.25,1.0
640,Lecture,80,37,9322.10909477749,4,547.5942654566026,0.28,6,793.8742017360487,0.12,6,114.0740814505132,0.35,21,7866.566546134326,0.25,1.0
645,Lecture,80,20,4711.161632777263,10,1039.8125161955786,0.28,6,1894.238619468424,0.12,1,21.678698993536386,0.35,3,1755.4317981197241,0.25,1.0
650,Lecture,80,45,8762.56601627649,7,793.5484976516819,0.28,29,7060.9518484713,0.12,4,63.545226511583785,0.35,5,844.5204436419258,0.25,1.0
655,Lecture,80,38,3253.8207022223487,24,1920.0202099812325,0.28,10,821.5016741729695,0.12,3,42.61554486379393,0.35,1,469.6832732043529,0.25,1.0
660,Lecture,80,98,9729.404103218229,56,4110.240774038787,0.28,25,3576.8276786648485,0.12,9,55.79373261920264,0.35,8,1986.5419178953912,0.25,1.0
665,Lecture,80,19,2886.633847418593,7,555.0642319668837,0.28,4,686.5426180740513,0.12,0,10.793704357202907,0.35,8,1634.2332930204554,0.25,0.9622112824728644
670,Lecture,80,24,2876.325350079479,8,676.6957292187464,0.28,10,1236.2734795684855,0.12,2,36.978660399951295,0.35,4,926.3774808922959,0.25,0.9587751166931596
675,Lecture,80,45,5179.158588496868,22,2471.311149631283,0.28,7,907.453797355079,0.12,2,22.410787493788167,0.35,14,1777.9828540167182,0.25,1.0
680,Lecture,80,83,9922.354383631213,44,4169.796963091573,0.28,10,1563.852064887653,0.12,11,201.67913723443414,0.35,18,3987.0262184175535,0.25,1.0
685,Lecture,80,74,9303.68778111298,49,5038.265956288907,0.28,18,4000.244578261841,0.12,6,56.58678770479,0.35,1,208.59045885744274,0.25,1.0
690,Lecture,80,50,14671.948952302202,11,1372.7405687203423,0.28,23,4432.198791956523,0.12,2,36.61288070702631,0.35,14,8830.396710918312,0.25,1.0
695,Lecture,80,35,3505.953158950873,12,1199.10735507788,0.28,17,1947.7620273440116,0.12,5,28.375007005298457,0.35,1,330.70876952368263,0.25,1.0
700,Lecture,80,63,6481.816768549185,19,1911.0647901910545,0.28,11,2804.0487547343505,0.12,2,38.65229742417186,0.35,31,1728.0509261996085,0.25,1.0
705,Lecture,80,36,3985.515434008322,20,1362.9144576651324,0.28,2,366.50700708538966,0.12,3,53.38224859678937,0.35,11,2202.7117206610105,0.25,1.0
710,Lecture,80,63,13215.066774163002,10,972.7236046014373,0.28,17,1612.425843246447,0.12,0,5.895853789372363,0.35,36,10624.021472525745,0.25,1.0
715,Lecture,80,46,6272.183469422418,9,1141.717059249079,0.28,31,4092.3553264518223,0.12,0,11.930419541889185,0.35,6,1026.180664179627,0.25,1.0
720,Lecture,80,61,10532.246740992936,1,156.6730507408464,0.28,40,5942.015130486626,0.12,1,12.205307049077945,0.35,19,4421.353252716385,0.25,1.0
725,Lecture,80,55,9331.646892568633,2,221.24461705850985,0.28,21,2186.7068063699667,0.12,7,115.47236013042625,0.35,25,6808.22310900973,0.25,1.0
730,Lecture,80,45,3913.267360284247,13,1382.339514997283,0.28,14,851.7144082115133,0.12,7,58.1172699854904,0.35,11,1621.0961670899599,0.25,1.0
735,Lecture,80,31,4946.4596184321335,15,1408.4387766908442,0.28,10,2560.7575580964353,0.12,3,59.34303363220894,0.35,3,917.9202500126448,0.25,1.0
740,Lecture,80,72,11476.150767377989,10,1033.2610062099384,0.28,41,4880.633651291074,0.12,6,55.69742778539611,0.35,15,5506.558682091581,0.25,1.0
745,Lecture,80,79,7371.775925474108,41,2853.9927295826337,0.28,10,992.2315623111056,0.12,14,229.88514865854623,0.35,14,3295.6664849218223,0.25,1.0
750,Lecture,80,68,7181.240563505194,58,6444.556077735335,0.28,2,276.46300786075204,0.12,2,35.50335758038358,0.35,6,424.7181203287226,0.25,1.0
755,Lecture,80,54,4701.1470417003275,15,1567.7831413696827,0.28,1,157.5707808407527,0.12,19,204.27680839690785,0.35,19,2771.516311092984,0.25,1.0
760,Lecture,80,56,7889.018523208584,16,959.4219368266249,0.28,9,1849.0789676593586,0.12,1,22.164870630769222,0.35,30,5058.352748091831,0.25,1.0
765,Lecture,80,29,4626.363789655511,15,1809.5868503864801,0.28,9,2581.5636809868447,0.12,3,56.56694399508201,0.35,2,178.64631428710467,0.25,1.0
770,Lecture,80,67,19568.73663503866,13,486.77361355740595,0.28,25,9743.569360186946,0.12,4,54.49220174565921,0.35,25,9283.90145954865,0.25,1.0
775,Lecture,80,49,6117.570910390365,14,1578.0651732286412,0.28,22,2527.203505772731,0.12,1,17.76100850681332,0.35,12,1994.5412228821783,0.25,1.0
780,Lecture,80,112,16029.884426788713,76,7350.382628506812,0.28,35,8219.44416019245,0.12,0,3.2883361611888517,0.35,1,456.7693019282617,0.25,1.0
785,Lecture,80,45,7781.784374345466,26,2902.6493191814106,0.28,6,1847.5636292961826,0.12,3,57.89137010950766,0.35,10,2973.6800557583647,0.25,1.0
790,Lecture,80,52,7407.233724255787,9,1122.8473684417977,0.28,37,3824.7490927823346,0.12,1,18.223556451667164,0.35,5,2441.413706579988,0.25,1.0
795,Lecture,80,40,5389.845667033295,23,1746.0092987378903,0.28,11,2514.983639736928,0.12,1,11.846458583646871,0.35,5,1117.0062699748294,0.25,1.0
800,Lecture,80,82,12806.21292242765,12,1110.9761682058752,0.28,14,2913.434855688528,0.12,20,344.7218593542137,0.35,36,8437.080039179034,0.25,1.0
805,Lecture,80,31,4975.652317304057,8,745.3847590151381,0.28,8,1151.017901748709,0.12,5,29.97307496540684,0.35,10,3049.2765815748035,0.25,1.0
810,Lecture,80,80,5475.97951816112,41,3946.4095323796396,0.28,23,1009.472863163581,0.12,6,88.6766569439984,0.35,10,431.4204656739006,0.25,1.0
815,Lecture,80,65,14003.83736052285,17,1530.6927653088685,0.28,6,975.0598001138494,0.12,7,91.99647386100652,0.35,35,11406.088321239125,0.25,1.0
820,Lecture,80,62,6683.182222442055,43,5064.758672547785,0.28,1,90.72889721798884,0.12,9,153.50088467431385,0.35,9,1374.1937680019673,0.25,1.0
825,Lecture,80,21,2227.869712462727,11,522.9542682409939,0.28,1,580.4636877421123,0.12,5,82.74702146354804,0.35,4,1041.7047350160726,0.25,0.7426232374875756
830,Lecture,80,13,2868.5223958179768,0,88.60222128538268,0.28,8,2251.8149080302546,0.12,1,21.62769873030734,0.35,4,506.47756777203216,0.25,0.9561741319393257
835,Lecture,80,46,5840.120813920497,27,3218.887493467328,0.28,9,1588.0850094226976,0.12,7,50.531232223250036,0.35,3,982.6170788072209,0.25,1.0
840,Lecture,80,93,8422.376855393366,43,3067.2567052346817,0.28,25,3056.621055886416,0.12,19,152.82227281923457,0.35,6,2145.676821453033,0.25,1.0
845,Lecture,80,72,3606.6639442873693,50,1028.938238658464,0.28,16,1861.060987043439,0.12,1,20.354358644493324,0.35,5,696.3103599409731,0.25,1.0
