timestamp,phase,capacity,total_requests,total_volume,Teaching_requests,Teaching_volume,Teaching_weight,Non-teaching_requests,Non-teaching_volume,Non-teaching_weight,Managerial_requests,Managerial_volume,Managerial_weight,Non-managerial_requests,Non-managerial_volume,Non-managerial_weight,utilization
420,Lecture,80,22,1660.2332354261707,2,162.25760466990081,0.28,19,1256.0109570857062,0.12,1,19.974860506293098,0.35,0,221.98981316427069,0.25,0.5534110784753903
425,Lecture,80,66,7420.58617842228,51,4865.519165008856,0.28,4,769.2363309739626,0.12,1,19.097804192293946,0.35,10,1766.7328782471664,0.25,1.0
430,Lecture,80,53,11362.410871896082,14,1106.39098122329,0.28,1,102.06138529998262,0.12,13,232.78813961886223,0.35,25,9921.170365753946,0.25,1.0
435,Lecture,80,74,9186.627558957936,48,4603.520489881275,0.28,9,1203.0922083681612,0.12,5,80.93740114597924,0.35,12,3299.07745956252,0.25,1.0
440,Lecture,80,95,9667.798014028001,30,3647.3506397356473,0.28,56,4514.9361125052355,0.12,2,27.655905088144358,0.35,7,1477.8553566989744,0.25,1.0
445,Lecture,80,95,12022.596663167227,45,4884.925773154313,0.28,33,3049.941756634338,0.12,4,99.7596247757912,0.35,13,3987.969508602784,0.25,1.0
450,Lecture,80,74,13851.094578278113,30,3251.211829652512,0.28,12,1002.0300755399343,0.12,5,70.06633512782612,0.35,27,9527.78633795784,0.25,1.0
455,Lecture,80,51,5802.721886225371,10,1136.96014309403,0.28,7,2023.5502523340385,0.12,7,39.75479872648246,0.35,27,2602.4566920708203,0.25,1.0
460,Lecture,80,54,5027.214689103726,11,594.4734186609128,0.28,15,2138.711155592801,0.12,5,82.16466671272474,0.35,23,2211.8654481372887,0.25,1.0
465,Lecture,80,51,10508.399588592045,6,331.2410779593507,0.28,32,8004.560157955386,0.12,6,121.52895523984519,0.35,7,2051.069397437465,0.25,1.0
470,Lecture,80,65,12687.70303534764,30,3058.8986872340074,0.28,24,6759.146495702826,0.12,3,43.15264214209065,0.35,8,2826.505210268717,0.25,1.0
475,Lecture,80,100,10762.311367773158,50,3774.540965885207,0.28,28,3076.456355261568,0.12,1,11.934130906291257,0.35,21,3899.379915720092,0.25,1.0
480,Lecture,80,60,6728.02045144411,36,4191.8702204314795,0.28,7,997.1154795446532,0.12,7,73.44391590942405,0.35,10,1465.5908355585545,0.25,1.0
485,Lecture,80,43,4161.984237733367,16,1932.866147820197,0.28,11,1045.9562664193923,0.12,8,86.35076333098061,0.35,8,1096.811060162797,0.25,1.0
490,Lecture,80,15,2728.8395903318064,5,585.0550706207298,0.28,0,177.44433310529112,0.12,2,42.67275208904477,0.35,8,1923.6674345167407,0.25,0.9096131967772688
495,Lecture,80,20,1558.87404448658,3,225.15721572218985,0.28,8,616.9575913518458,0.12,1,20.89890082689509,0.35,8,695.8603365856492,0.25,0.5196246814955268
500,Lecture,80,35,3379.0117231338245,2,187.49842190178362,0.28,28,1985.646987569762,0.12,0,7.169031784312796,0.35,5,1198.6972818779664,0.25,1.0
505,Lecture,80,55,4866.879112839268,29,2320.4214964035286,0.28,8,2271.835445733367,0.12,15,81.47824547290197,0.35,3,193.14392522947023,0.25,1.0
510,Lecture,80,71,11103.075654568362,28,398.99347962631134,0.28,0,65.33542099583974,0.12,11,64.8896047468158,0.35,32,10573.857149199395,0.25,1.0
515,Lecture,80,68,14631.588190827148,9,813.9085437995294,0.28,26,5729.944428741651,0.12,5,84.88716085976819,0.35,28,8002.8480574261985,0.25,1.0
520,Lecture,80,116,15000.907776601258,93,9591.390572958411,0.28,12,2693.4296985232463,0.12,6,92.51433210358122,0.35,5,2623.5731730160182,0.25,1.0
525,Lecture,80,61,6658.759358523799,31,3601.1267519804273,0.28,13,1463.0165425436523,0.12,4,21.909494357449766,0.35,13,1572.7065696422692,0.25,1.0
530,Lecture,80,25,2835.350753950267,0,90.0059139778222,0.28,4,448.7989091604119,0.12,7,111.41034715837795,0.35,14,2185.135583653655,0.25,0.9451169179834225
535,Lecture,80,50,5160.356509641031,17,2028.5857116090242,0.28,3,721.8529263481329,0.12,17,178.6065309374359,0.35,13,2231.3113407464384,0.25,1.0
540,Lecture,80,48,6631.307017981516,14,1274.4199004722389,0.28,24,1417.9469967159325,0.12,0,4.121736799019154,0.35,10,3934.818383994325,0.25,1.0
545,Lecture,80,28,2353.5602336754464,11,692.4463327664099,0.28,14,918.7859135897066,0.12,1,27.36357076866883,0.35,2,714.9644165506611,0.25,0.7845200778918155
550,Lecture,80,39,3220.7726786282965,8,903.4434580583337,0.28,22,939.0098630495053,0.12,1,18.13742610606721,0.35,8,1360.1819314143906,0.25,1.0
555,Lecture,80,95,12654.507948511575,44,3578.4719571189785,0.28,25,6925.741008812231,0.12,6,78.2015520030919,0.35,20,2072.0934305772726,0.25,1.0
560,Lecture,80,52,3087.252585417306,4,472.83134722762185,0.28,9,1149.293609344052,0.12,5,47.17073210353704,0.35,34,1417.956896742095,0.25,1.0
565,Lecture,80,71,8184.357206569881,25,1377.5469357103013,0.28,15,2050.829922552151,0.12,9,114.15607021534888,0.35,22,4641.824278092079,0.25,1.0
570,Lecture,80,95,5883.588427729271,76,2218.255168815912,0.28,12,2404.1050183086486,0.12,3,57.05143920400763,0.35,4,1204.1768014007023,0.25,1.0
575,Lecture,80,89,11536.302456514466,11,1202.774013741026,0.28,68,9200.051556919954,0.12,3,44.7685503812645,0.35,7,1088.708335472221,0.25,1.0
580,Lecture,80,50,6105.582555213137,30,3443.15217260848,0.28,7,2122.1723940734205,0.12,6,103.37079966195769,0.35,7,436.8871888692791,0.25,1.0
585,Lecture,80,21,2452.0528444920656,2,112.12344520048916,0.28,12,1294.4243802838344,0.12,5,77.4022948285146,0.35,2,968.1027241792274,0.25,0.8173509481640219
590,Lecture,80,54,3952.573080395864,33,1069.889879998455,0.28,4,1214.9871252893677,0.12,9,108.3059085243475,0.35,8,1559.3901665836938,0.25,1.0
595,Lecture,80,33,6848.720882284109,14,615.6750773858745,0.28,3,554.2311412014236,0.12,5,37.20219585868075,0.35,11,5641.61246783813,0.25,1.0
600,Lecture,80,56,4688.9767468421105,0,52.21334326516456,0.28,28,3519.361244589142,0.12,10,188.96031189109894,0.35,18,928.441847096705,0.25,1.0
605,Lecture,80,57,4324.462957041313,33,1326.9583167773303,0.28,10,1803.2195418842693,0.12,12,177.12055068946412,0.35,2,1017.1645476902493,0.25,1.0
610,Lecture,80,88,11579.322423349251,35,2730.9785481861863,0.28,15,3700.025833618636,0.12,4,56.64265332415014,0.35,34,5091.675388220279,0.25,1.0
615,Lecture,80,77,7129.903968439396,37,3299.7340437629473,0.28,15,1309.3858714681003,0.12,10,155.57898110297302,0.35,15,2365.205072105375,0.25,1.0
620,Lecture,80,103,14377.21283923038,31,1694.6842782533977,0.28,42,10992.522515330973,0.12,9,53.73661577637618,0.35,21,1636.2694298696347,0.25,1.0
625,Lecture,80,45,4354.400266652841,35,3418.2937420882076,0.28,4,201.39802053197855,0.12,3,51.780583420284735,0.35,3,682.9279206123706,0.25,1.0
630,Lecture,80,21,4201.7613941727495,6,704.3015445441749,0.28,7,1783.3713934912837,0.12,2,30.436507573210413,0.35,6,1683.6519485640804,0.25,1.0
635,Lecture,80,55,3882.68562323219,12,1182.6074960200604,0.28,5,570.7672759834181,0.12,2,18.096777294058846,0.35,36,2111.214073934653,0.25,1.0
640,Lecture,80,81,4721.8265071344995,38,1356.2051956880875,0.28,17,925.6902110636289,0.12,5,72.38682882269123,0.35,21,2367.5442715600916,0.25,1.0
645,Lecture,80,72,13330.118455058997,28,2511.5044151432326,0.28,23,6204.600339031686,0.12,15,242.43517014968376,0.35,6,4371.578530734394,0.25,1.0
650,Lecture,80,34,5236.460021403726,4,513.0072089314135,0.28,3,1063.9912589284422,0.12,1,13.372011464652138,0.35,26,3646.0895420792185,0.25,1.0
655,Lecture,80,65,9021.743628160551,4,193.2653362496045,0.28,18,2937.8476719870737,0.12,0,7.182092476394473,0.35,43,5883.44852744748,0.25,1.0
660,Lecture,80,47,6986.313534067519,10,1051.8468983332489,0.28,6,713.8952942772568,0.12,9,90.04209579220102,0.35,22,5130.529245664812,0.25,1.0
665,Lecture,80,66,9664.056047070062,28,2752.078874378754,0.28,15,1365.4425541565802,0.12,3,20.452263725468452,0.35,20,5526.082354809259,0.25,1.0
670,Lecture,80,36,7858.112208512155,3,303.71361569780225,0.28,4,1269.392748267236,0.12,2,49.125546337702104,0.35,27,6235.880298209415,0.25,1.0
675,Lecture,80,35,5228.531897356158,3,229.62935823412084,0.28,16,3158.8604967809215,0.12,4,89.23690898201616,0.35,12,1750.8051333590995,0.25,1.0
680,Lecture,80,81,11388.986715962848,45,4917.168482674288,0.28,6,2176.7240294279204,0.12,12,139.7807931332194,0.35,18,4155.313410727421,0.25,1.0
685,Lecture,80,43,4833.702931990247,6,664.3744817546399,0.28,15,792.6964010889486,0.12,13,180.6771934071515,0.35,9,3195.9548557395065,0.25,1.0
690,Lecture,80,24,6398.097422335005,3,356.57843629418636,0.28,18,5897.386742999368,0.12,2,14.149055848811157,0.35,1,129.98318719263935,0.25,1.0
695,Lecture,80,59,5100.814964381714,3,397.81876499062855,0.28,20,1320.016550802425,0.12,9,118.76505886254849,0.35,27,3264.2145897261125,0.25,1.0
700,Lecture,80,32,3612.0162374733954,9,842.8186802583496,0.28,1,109.2219981326774,0.12,12,246.61161876729653,0.35,10,2413.363940315072,0.25,1.0
705,Lecture,80,37,11733.334419464172,0,19.49423304571602,0.28,9,1444.554851814474,0.12,2,12.711796659649975,0.35,26,10256.573537944332,0.25,1.0
710,Lecture,80,39,3618.887790919186,19,1178.0082066110435,0.28,4,1287.7179684993778,0.12,5,77.14817351133009,0.35,11,1076.013442297434,0.25,1.0
715,Lecture,80,25,2925.62279123211,3,281.60516513175634,0.28,4,1027.395396294103,0.12,4,31.694784897273237,0.35,14,1584.9274449089776,0.25,0.9752075970773701
720,Lecture,80,51,5129.225563244034,2,155.57666310703723,0.28,10,2195.7041193036125,0.12,30,326.2652878915268,0.35,9,2451.6794929418566,0.25,1.0
725,Lecture,80,51,10175.186423377128,24,1545.417039139987,0.28,20,7200.569894883032,0.12,2,19.63166552425483,0.35,5,1409.5678238298535,0.25,1.0
730,Lecture,80,53,7507.571185535787,22,2689.6007336741313,0.28,11,1304.0763147683324,0.12,1,29.77151877958,0.35,19,3484.122618313743,0.25,1.0
735,Lecture,80,35,2562.6997320505543,8,684.8365397832607,0.28,27,1782.9038456111682,0.12,0,11.97919422629952,0.35,0,82.98015242982578,0.25,0.8542332440168515
740,Lecture,80,53,5653.7546031275615,22,2401.870279273246,0.28,14,621.3780399841258,0.12,1,30.225326443881706,0.35,16,2600.2809574263074,0.25,1.0
745,Lecture,80,32,4438.941094368476,16,1306.8735616369854,0.28,3,179.9293842372415,0.12,3,47.48390738230343,0.35,10,2904.6542411119453,0.25,1.0
750,Lecture,80,56,7566.090155976305,12,1034.008165446358,0.28,29,5716.760160605915,0.12,11,94.23677919160987,0.35,4,721.0850507324224,0.25,1.0
755,Lecture,80,26,4804.317706845459,5,530.4972949023681,0.28,5,1297.1009860335962,0.12,3,40.90709967089903,0.35,13,2935.8123262385952,0.25,1.0
760,Lecture,80,68,6580.515889875657,16,1759.3329383302832,0.28,6,2048.9095462711534,0.12,9,170.78693175277664,0.35,37,2601.486473521444,0.25,1.0
765,Lecture,80,52,6056.923485821983,32,2793.712980192078,0.28,2,664.1634950884844,0.12,3,32.811279717302746,0.35,15,2566.2357308241185,0.25,1.0
770,Lecture,80,21,2206.036553926966,12,1294.203213935111,0.28,2,283.79561862619875,0.12,4,79.28540046185843,0.35,3,548.7523209037975,0.25,0.7353455179756553
775,Lecture,80,71,10662.41707459173,31,3241.6895813709734,0.28,31,5775.64956230443,0.12,2,36.78476020396668,0.35,7,1608.2931707123614,0.25,1.0
780,Lecture,80,85,16252.520270080722,26,2605.8609835275033,0.28,50,10195.715009824276,0.12,1,20.18626704389241,0.35,8,3430.7580096850493,0.25,1.0
785,Lecture,80,28,3250.1799463792836,9,1026.9978611839322,0.28,10,1049.8858871819627,0.12,5,89.73520605563208,0.35,4,1083.5609919577564,0.25,1.0
790,Lecture,80,45,5470.93966173065,13,1173.0532251041786,0.28,11,1125.4075409313157,0.12,2,52.232469500999464,0.35,19,3120.2464261941573,0.25,1.0
795,Lecture,80,46,7382.927982974309,21,2525.645502720051,0.28,19,3146.104340537575,0.12,0,0.9600544995863951,0.35,6,1710.2180852170968,0.25,1.0
800,Lecture,80,31,3459.9744311233167,15,1563.1709162162979,0.28,6,1191.1598510558847,0.12,6,64.21517015068716,0.35,4,641.4284937004469,0.25,1.0
805,Lecture,80,33,3625.723869448754,14,951.4929495673384,0.28,0,77.37879549519862,0.12,4,70.60225156390648,0.35,15,2526.249872822311,0.25,1.0
810,Lecture,80,29,2591.122856465033,7,505.6971386678207,0.28,12,1469.4415239411,0.12,1,32.76503999824814,0.35,9,583.2191538578643,0.25,0.8637076188216776
815,Lecture,80,44,6300.7312765285915,25,2757.93669520271,0.28,2,392.2048414453228,0.12,6,52.102835914808125,0.35,11,3098.486903965751,0.25,1.0
820,Lecture,80,9,1210.9541778379878,4,495.57298615065895,0.28,3,428.3559168764986,0.12,2,46.81767229016611,0.35,0,240.2076025206641,0.25,0.40365139261266264
825,Lecture,80,79,11428.534938147048,19,1917.317009853849,0.28,53,8987.554632002542,0.12,0,14.669879151784938,0.35,7,508.99341713887173,0.25,1.0
830,Lecture,80,104,16552.39208006751,21,2124.5863381301674,0.28,54,9955.797395031626,0.12,7,59.46209432374168,0.35,22,4412.546252581976,0.25,1.0
835,Lecture,80,63,8367.835709596207,27,2743.3303287856656,0.28,20,4441.692191966679,0.12,4,30.684284061024865,0.35,12,1152.1289047828368,0.25,1.0
840,Lecture,80,67,6412.582859535525,44,4657.977163917726,0.28,5,434.0904182365597,0.12,1,17.069663913105884,0.35,17,1303.4456134681338,0.25,1.0
